inserttime,avgfxrate,stdfxrate,prev_avg,min_val,max_val,vol_val,fd,return
2022-12-06 01:17:39,1.0484103499999997,0.00012035466332167804,1.0484103499999997,1.048225,1.0488499999999998,0.0006249999999998757,,0
2022-12-06 01:24:02,1.048083016666666,0.00025485024074197186,1.048083016666666,1.047625,1.04855,0.0009250000000000647,62702.70270269832,-0.0003122187160149557
2022-12-06 01:30:23,1.0480816499999992,8.097355466560827e-05,1.0480816499999992,1.04785,1.0483500000000001,0.000500000000000167,41999.99999998597,-1.3039679538659358e-06
2022-12-06 01:36:34,1.0485731666666662,0.00012025045861956379,1.0485731666666662,1.0481500000000001,1.04875,0.0005999999999999339,88333.33333334306,0.00046896791549305814
2022-12-06 01:42:56,1.0487929833333316,7.971426641316292e-05,1.0487929833333316,1.0486499999999999,1.04897,0.000320000000000098,81249.99999997512,0.00020963407576426326
2022-12-06 01:49:05,1.0487422000000006,0.00022428927511087808,1.0487422000000006,1.04836,1.04909,0.0007300000000001194,124657.53424655495,-4.8420740925983545e-05
2022-12-06 01:55:21,1.0478901166666676,0.00019325084567319337,1.0478901166666676,1.04755,1.0484499999999999,0.0008999999999999009,72222.22222223018,-0.0008124812116199532
2022-12-06 02:01:49,1.0481116000000013,0.00022457155044863555,1.0481116000000013,1.0475500000000002,1.0484499999999999,0.0008999999999996788,43333.3333333488,0.00021136121985589716
2022-12-06 02:08:13,1.0481174166666662,0.00022204411352264158,1.0481174166666662,1.04764,1.04855,0.0009100000000001884,42857.142857133986,5.5496634757146105e-06
2022-12-06 02:14:33,1.0483362833333318,0.0001590311481308268,1.0483362833333318,1.04803,1.04875,0.0007200000000000539,41666.66666666354,0.00020881884337125008
2022-12-06 02:20:54,1.048530766666667,0.00013456077025590917,1.048530766666667,1.0481500000000001,1.048765,0.0006149999999998101,53658.53658538242,0.0001855161711247591
2022-12-06 02:27:07,1.0484739333333342,0.00011562479202427726,1.0484739333333342,1.04814,1.04875,0.0006099999999999994,63934.42622950826,-5.42028285097592e-05
2022-12-06 02:33:21,1.0481351333333342,0.00013830610066258825,1.0481351333333342,1.04782,1.0484499999999999,0.0006299999999999084,66666.66666667636,-0.00032313631195660835
2022-12-06 02:39:45,1.0480154000000008,0.00028576542757769466,1.0480154000000008,1.04765,1.04871,0.001060000000000061,62264.15094339265,-0.00011423463399474976
2022-12-06 02:46:13,1.0487572666666674,0.00012812982894616916,1.0487572666666674,1.04846,1.0490499999999998,0.0005899999999998684,66101.69491526898,0.0007078776386936057
2022-12-06 02:52:43,1.0488339499999988,0.0001777685377394805,1.0488339499999988,1.048515,1.04925,0.0007349999999999302,66666.666666673,7.311828558305718e-05
2022-12-06 02:59:10,1.0492708999999998,0.00024375276003925768,1.0492708999999998,1.0488300000000002,1.04981,0.0009799999999997588,54081.632653074535,0.00041660550747903537
2022-12-06 03:05:41,1.0497349499999993,0.0005087640747726506,1.0497349499999993,1.0489000000000002,1.05067,0.0017699999999998273,40677.96610169888,0.0004422594775090914
2022-12-06 03:12:44,1.0503525666666662,0.00015517412451378207,1.0503525666666662,1.049965,1.0506799999999998,0.0007149999999997991,29370.629370637624,0.0005883548667851173
2022-12-06 03:19:47,1.0505456499999992,0.00018224490349388545,1.0505456499999992,1.05024,1.0509499999999998,0.0007099999999997664,54929.5774648068,0.00018382716381202166
2022-12-06 03:26:18,1.0498527166666651,0.0002655533814198319,1.0498527166666651,1.0493000000000001,1.050455,0.001154999999999795,60606.06060607136,-0.0006595937390574981
2022-12-06 03:32:43,1.0489549666666667,0.00038868808443123185,1.0489549666666667,1.04819,1.04955,0.0013600000000000279,41911.76470588149,-0.0008551199475378577
2022-12-06 03:39:19,1.0487233499999997,0.0001788448464367583,1.0487233499999997,1.0484200000000001,1.049135,0.0007149999999997991,27972.02797203583,-0.00022080706419929302
2022-12-06 03:45:58,1.0496324166666662,0.0003240802417084047,1.0496324166666662,1.04891,1.05015,0.0012399999999999078,63709.67741935957,0.0008668317213175986
2022-12-06 03:52:41,1.0495461000000004,0.0002515220357109143,1.0495461000000004,1.04914,1.05006,0.0009200000000000319,30434.782608694597,-8.223513803044118e-05
2022-12-06 03:59:14,1.0491864500000005,0.00012430736867279673,1.0491864500000005,1.04901,1.0495700000000001,0.000560000000000116,42857.142857133986,-0.00034267194170872767
2022-12-06 04:06:14,1.049204516666666,9.955931185722251e-05,1.049204516666666,1.048995,1.04943,0.00043500000000018524,68965.51724134994,1.7219691185844815e-05
2022-12-06 04:12:51,1.049351783333334,0.0003423981962640982,1.049351783333334,1.0486550000000001,1.049935,0.0012799999999999478,91406.25000000373,0.0001403603056683797
2022-12-06 04:19:15,1.0482772333333326,0.00020489905881490448,1.0482772333333326,1.04789,1.04895,0.001060000000000061,42452.83018867681,-0.0010240131260729
2022-12-06 04:25:38,1.0484045333333347,0.00015547891991311158,1.0484045333333347,1.04805,1.04871,0.000660000000000105,36363.63636363058,0.00012143734114817199
2022-12-06 04:32:12,1.0486791833333329,9.414684532067253e-05,1.0486791833333329,1.04853,1.048925,0.00039500000000014523,78481.01265819899,0.0002619694891292806
2022-12-06 04:38:38,1.0488548000000002,0.00010994355499202073,1.0488548000000002,1.048565,1.04915,0.0005850000000000577,99145.29914528936,0.0001674646254625811
2022-12-06 04:45:04,1.0492273166666668,0.00015935766671870536,1.0492273166666668,1.048915,1.049595,0.0006800000000000139,73529.41176470437,0.0003551651445620501
