inserttime,avgfxrate,return,predicted2,error2
2022-12-07 15:57:40,136.4061016666668,-0.0001814472224597,-1.1181069612503052e-05,0.00017026615284719695
2022-12-07 16:06:01,136.44407000000012,0.0002783477635486,-1.1181069612503052e-05,-0.0002895288331611031
2022-12-07 16:13:18,136.44461666666692,4.006525654012051e-06,-1.1181069612503052e-05,-1.5187595266515103e-05
2022-12-07 16:21:25,136.45861499999987,0.0001025935187105,-1.1181069612503052e-05,-0.00011377458832300305
2022-12-07 16:28:45,136.51574333333346,0.0004186495175375,-1.1181069612503052e-05,-0.00042983058715000307
2022-12-07 16:37:09,136.55774999999994,0.0003077056582691,-1.1181069612503052e-05,-0.0003188867278816031
2022-12-07 16:44:56,136.5692833333332,8.445755245133622e-05,-1.1181069612503052e-05,-9.563862206383926e-05
2022-12-07 16:53:02,136.57200333333313,1.991663083774537e-05,-1.1181069612503052e-05,-3.1097700450248426e-05
2022-12-07 17:00:11,136.59882666666664,0.0001964043338226,-1.1181069612503052e-05,-0.00020758540343510305
2022-12-07 17:07:26,136.6004766666671,1.207916671584376e-05,-1.1181069612503052e-05,-2.3260236328346813e-05
2022-12-07 17:15:28,136.56940833333357,-0.0002274394210891,-1.1181069612503052e-05,0.00021625835147659695
2022-12-07 17:22:14,136.57071166666657,9.543376872640929e-06,-1.1181069612503052e-05,-2.0724446485143982e-05
2022-12-07 17:30:02,136.57273999999956,1.4851891069717518e-05,-1.1181069612503052e-05,-2.603296068222057e-05
2022-12-07 17:37:16,136.56973333333335,-2.201513029745907e-05,-1.1181069612503052e-05,1.0834060684956018e-05
2022-12-07 17:44:59,136.56230999999994,-5.435562589344938e-05,-1.1181069612503052e-05,4.3174556280946325e-05
2022-12-07 17:52:04,136.55140333333333,-7.986586245219328e-05,-1.1181069612503052e-05,6.868479283969023e-05
2022-12-07 17:59:14,136.5464783333333,-3.606700392519544e-05,-1.1181069612503052e-05,2.488593431269239e-05
2022-12-07 18:06:27,136.45675500000007,-0.0006570900577472,-1.1181069612503052e-05,0.000645908988134697
2022-12-07 18:13:27,136.42938000000015,-0.000200613007395,-1.1181069612503052e-05,0.00018943193778249694
2022-12-07 18:20:51,136.42984499999997,3.4083567617235173e-06,-1.1181069612503052e-05,-1.458942637422657e-05
2022-12-07 18:28:03,136.3726283333331,-0.0004193852647628,-1.1181069612503052e-05,0.0004082041951502969
2022-12-07 18:35:04,136.30477000000005,-0.0004975949658107,-1.1181069612503052e-05,0.00048641389619819697
2022-12-07 18:42:17,136.36531333333346,0.0004441761893836,-1.1181069612503052e-05,-0.0004553572589961031
2022-12-07 18:49:26,136.37189666666671,4.8277184075110425e-05,-1.1181069612503052e-05,-5.945825368761348e-05
2022-12-07 18:56:12,136.3572633333334,-0.0001073046110744,-1.1181069612503052e-05,9.612354146189695e-05
2022-12-07 19:03:19,136.3844566666666,0.000199427098113,-1.1181069612503052e-05,-0.00021060816772550304
2022-12-07 19:10:36,136.38380166666676,-4.802600060602958e-06,-1.1181069612503052e-05,-6.378469551900094e-06
2022-12-07 19:18:00,136.53081333333327,0.0010779261530326,-1.1181069612503052e-05,-0.001089107222645103
2022-12-07 19:24:57,136.63482333333332,0.0007618060528659,-1.1181069612503052e-05,-0.000772987122478403
2022-12-07 19:32:13,136.63232666666664,-1.8272550187165382e-05,-1.1181069612503052e-05,7.0914805746623305e-06
2022-12-07 19:39:16,136.6256283333332,-4.902451342856641e-05,-1.1181069612503052e-05,3.784344381606336e-05
2022-12-07 19:46:37,136.57690833333322,-0.0003565948833633,-1.1181069612503052e-05,0.0003454138137507969
2022-12-07 19:54:25,136.56607666666685,-7.930818465988959e-05,-1.1181069612503052e-05,6.812711504738654e-05
2022-12-07 20:01:22,136.60539999999995,0.0002879436408582,-1.1181069612503052e-05,-0.00029912471047070305
2022-12-07 20:08:23,136.70760666666652,0.0007481890662195,-1.1181069612503052e-05,-0.000759370135832003
2022-12-07 20:17:10,136.78541833333333,0.0005691831534768,-1.1181069612503052e-05,-0.000580364223089303
2022-12-07 20:26:37,136.95065833333328,0.0012080235014325,-1.1181069612503052e-05,-0.0012192045710450032
2022-12-07 20:37:21,136.8592133333333,-0.000667722237431,-1.1181069612503052e-05,0.000656541167818497
2022-12-07 20:46:08,136.85282833333343,-4.665378270369834e-05,-1.1181069612503052e-05,3.5472713091195286e-05
2022-12-07 20:53:35,136.8598033333334,5.0967160013422416e-05,-1.1181069612503052e-05,-6.214822962592547e-05
2022-12-07 21:02:06,136.87578999999994,0.0001168105336788,-1.1181069612503052e-05,-0.00012799160329130305
2022-12-07 21:10:05,136.8118316666667,-0.0004672727977185,-1.1181069612503052e-05,0.00045609172810599693
2022-12-07 21:17:34,136.80449333333345,-5.363814842534464e-05,-1.1181069612503052e-05,4.2457078812841585e-05
2022-12-07 21:25:13,136.87894000000023,0.0005441829054942,-1.1181069612503052e-05,-0.000555363975106703
2022-12-07 21:33:49,136.95188666666678,0.0005329283428594,-1.1181069612503052e-05,-0.000544109412471903
2022-12-07 21:41:51,136.95759999999976,4.171781398589442e-05,-1.1181069612503052e-05,-5.2898883598397474e-05
2022-12-07 21:49:38,136.9420016666669,-0.000113891695918,-1.1181069612503052e-05,0.00010271062630549694
2022-12-07 21:57:17,136.93577499999995,-4.54693709100566e-05,-1.1181069612503052e-05,3.428830129755355e-05
2022-12-07 22:04:56,137.00744833333323,0.0005234083885915,-1.1181069612503052e-05,-0.000534589458204003
